fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,ln_fixed acidity,ln_volatile acidity,ln_citric acid,ln_residual sugar,ln_chlorides,ln_free sulfur dioxide,ln_total sulfur dioxide,ln_density,ln_pH,ln_sulphates,ln_alcohol,quality
6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,1.871802177,-0.916290732,-2.302585093,0.693147181,-2.577021939,3.401197382,3.850147602,-0.004469975,1.211940974,-0.733969175,2.240709689,6
7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,1.960094784,-1.078809661,-1.272965676,0.693147181,-2.501036032,3.433987204,4.219507705,-0.003064691,1.238374231,-0.733969175,2.240709689,5
10,0.35,0.45,2.5,0.092,20,88,0.99918,3.15,0.43,9.4,2.302585093,-1.049822124,-0.798507696,0.916290732,-2.385966702,2.995732274,4.477336814,-0.000820336,1.147402453,-0.84397007,2.240709689,5
7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1,2.041220329,-0.510825624,-2.813410717,0.693147181,-2.538307427,2.944438979,3.713572067,-0.0030346,1.220829921,-0.478035801,2.312535424,6
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,1.722766598,-0.415515444,-6.907755279,0.78845736,-2.44184716,1.098612289,2.397895273,-0.006239425,1.311031877,-0.46203546,2.549445171,7
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,1.722766598,-0.415515444,-6.907755279,0.78845736,-2.44184716,1.098612289,2.397895273,-0.006239425,1.311031877,-0.46203546,2.549445171,7
8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,2.186051277,-0.174353387,-1.078809661,0.336472237,-2.995732274,1.386294361,2.302585093,-0.004469975,1.137833002,-0.733969175,2.208274414,6
6.4,0.69,0,1.65,0.055,7,12,0.99162,3.47,0.53,12.9,1.85629799,-0.371063681,-6.907755279,0.500775288,-2.900422094,1.945910149,2.48490665,-0.00841531,1.244154594,-0.634878272,2.557227311,6
7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,2.014903021,-0.84397007,-1.203972804,0.78845736,-2.780620894,1.791759469,2.48490665,-0.005062794,1.235471471,-0.328504067,2.442347035,7
9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,2.292534757,-1.049822124,-0.967584026,0.405465108,-2.847312268,3.433987204,3.850147602,-0.00324526,1.181727195,-0.198450939,2.360854001,7
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,2.208274414,-1.237874356,-1.108662625,0.717839793,-2.764620553,2.564949357,3.295836866,-0.004851751,1.181727195,-0.174353387,2.459588842,7
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,1.916922612,-1.021651248,-1.139434283,0.587786665,-2.70306266,1.386294361,2.079441542,-0.007226045,1.211940974,-0.597837001,2.549445171,7
8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,2.104134154,-0.84397007,-1.237874356,0.470003629,-2.513306124,3.295836866,3.80666249,-0.003977901,1.178654996,-0.616186139,2.332143895,5
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,1.916922612,-1.021651248,-1.139434283,0.587786665,-2.70306266,1.386294361,2.079441542,-0.007226045,1.211940974,-0.597837001,2.549445171,7
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,2.208274414,-1.237874356,-1.108662625,0.717839793,-2.764620553,2.564949357,3.295836866,-0.004851751,1.181727195,-0.174353387,2.459588842,7
9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,2.208274414,-1.203972804,-1.078809661,0.693147181,-2.748872196,2.48490665,3.218875825,-0.004851751,1.181727195,-0.174353387,2.459588842,7
8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,2.186051277,-1.049822124,-0.916290732,1.280933845,-2.207274913,2.48490665,3.17805383,-0.004520201,1.172482137,-0.356674944,2.48490665,7
9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9,2.261763098,-0.693147181,-1.021651248,1.029619417,-2.154165088,3.258096538,4.007333185,-0.002783871,1.156881197,-0.385662481,2.388762789,5
8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,2.186051277,-1.272965676,-0.798507696,0.530628251,-2.70306266,1.945910149,2.48490665,-0.006480956,1.178654996,-0.597837001,2.509599262,7
8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,2.186051277,-1.139434283,-1.171182982,0.693147181,-2.430418465,2.48490665,2.944438979,-0.004309272,1.153731588,-0.597837001,2.341805806,6
7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,2.041220329,0.004987542,-1.897119985,0.741937345,-2.282782466,2.397895273,3.465735903,-0.003967862,1.172482137,-0.733969175,2.302585093,5
7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,2.014903021,-0.342490309,-6.907755279,0.470003629,-2.385966702,3.091042453,3.433987204,-0.003656678,1.217875709,-0.544727175,2.302585093,6
8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,2.079441542,-0.544727175,-1.832581464,0.693147181,-2.120263536,1.098612289,1.945910149,-0.00547496,1.16938136,-0.544727175,2.415913778,6
10.5,0.39,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4,2.351375257,-0.94160854,-0.776528789,0.78845736,-2.590267165,2.63905733,3.295836866,-0.004028102,1.118414916,-0.174353387,2.433613355,6
8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,2.186051277,-0.967584026,-0.916290732,0.78845736,-2.688247574,2.48490665,3.33220451,-0.005153255,1.184789985,-0.287682072,2.533696814,7
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,2.079441542,-1.714798428,-0.994252273,-0.105360516,-3.015934981,3.583518938,4.691347882,-0.009979631,1.061256502,-0.820980552,2.541601993,6
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,2.079441542,-1.714798428,-0.994252273,-0.105360516,-3.015934981,3.583518938,4.691347882,-0.009979631,1.061256502,-0.820980552,2.541601993,6
7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,1.945910149,-0.693147181,-1.966112856,0.587786665,-2.551046452,2.302585093,3.135494216,-0.003646641,1.261297871,-0.494296322,2.341805806,5
11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,2.424802726,-1.021651248,-0.415515444,0.875468737,-2.095570924,1.098612289,2.079441542,-0.003586424,1.16315081,-0.634878272,2.4765384,6
11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,2.424802726,-1.021651248,-0.415515444,0.875468737,-2.095570924,1.098612289,2.079441542,-0.003586424,1.16315081,-0.634878272,2.4765384,6
7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,1.945910149,-0.673344553,-2.407945609,0.741937345,-2.780620894,1.386294361,2.197224577,-0.004168677,1.208960346,-0.616186139,2.351375257,5
8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,2.104134154,-1.139434283,-0.867500568,0.832909123,-2.3227878,1.098612289,2.197224577,-0.004952242,1.184789985,-0.597837001,2.509599262,6
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,2.041220329,-0.544727175,-4.605170186,0.587786665,-2.430418465,2.48490665,2.890371758,-0.004329358,1.199964783,-0.579818495,2.351375257,7
8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,2.151762203,-0.186329578,-6.907755279,1.029619417,-2.353878387,2.833213344,3.761200116,-0.001781586,1.202972304,-0.510825624,2.341805806,6
7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,2.066862759,-1.171182982,-1.139434283,0.641853886,-2.718100537,2.63905733,3.583518938,-0.006380311,1.226712291,-0.579818495,2.533696814,6
6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,1.85629799,-0.229413164,-6.907755279,0.78845736,-2.733368009,3.33220451,3.951243719,-0.006239425,1.249901736,-0.653926467,2.451005098,5
7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,1.974081026,-1.078809661,-1.560647748,0.916290732,-2.590267165,3.713572067,4.219507705,-0.004148594,1.214912744,-0.616186139,2.312535424,6
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,2.041220329,-0.544727175,-4.605170186,0.587786665,-2.430418465,2.48490665,2.890371758,-0.004329358,1.199964783,-0.579818495,2.351375257,7
7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,1.960094784,-0.527632742,-6.907755279,0.741937345,-2.396895772,2.197224577,2.63905733,-0.005133152,1.229640551,-0.597837001,2.442347035,7
7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,1.987874348,-0.597837001,-4.605170186,0.587786665,-2.375155786,2.197224577,2.708050201,-0.004871848,1.208960346,-0.544727175,2.397895273,7
8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,2.091864062,-0.198450939,-6.907755279,1.410986974,-2.353878387,1.609437912,2.63905733,-0.001461067,1.211940974,-0.634878272,2.261763098,5
7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,2.014903021,-0.562118918,-2.525728644,0.955511445,-2.419118909,2.63905733,3.295836866,-0.004088346,1.193922468,-0.527632742,2.341805806,6
8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,2.186051277,-0.294371061,-1.714798428,0.916290732,-2.563949857,2.708050201,3.871201011,-0.002613412,1.16315081,-0.755022584,2.272125886,6
10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,2.312535424,-0.994252273,-1.078809661,0.875468737,-2.465104022,1.609437912,2.833213344,-0.003175035,1.153731588,-0.430782916,2.360854001,7
7.6,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,2.028148247,-1.171182982,-1.078809661,0.916290732,-2.501036032,3.258096538,3.555348061,-0.006460826,1.16938136,-0.527632742,2.525728644,7
7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,1.987874348,-0.094310679,-2.302585093,0.587786665,-2.603690186,2.995732274,4.025351691,-0.003285391,1.208960346,-0.579818495,2.219203484,5
8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,2.163323026,-0.891598119,-0.891598119,1.824549292,-2.551046452,3.218875825,3.737669618,-0.00471108,1.17557333,-0.261364764,2.533696814,7
8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,2.186051277,-0.693147181,-1.560647748,0.78845736,-2.430418465,3.044522438,3.663561646,-0.003084753,1.202972304,-0.186329578,2.406945108,6
7.4,0.965,0,2.2,0.088,16,32,0.99756,3.58,0.67,10.2,2.00148,-0.035627178,-6.907755279,0.78845736,-2.430418465,2.772588722,3.465735903,-0.002442982,1.2753628,-0.400477567,2.32238772,5
6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,1.931521412,-0.713349888,-1.660731207,0.530628251,-2.538307427,2.564949357,3.258096538,-0.004540292,1.217875709,-0.446287103,2.282382386,6
8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,2.186051277,-0.693147181,-1.560647748,0.78845736,-2.430418465,3.044522438,3.663561646,-0.003084753,1.202972304,-0.186329578,2.406945108,6
9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,2.251291799,-0.94160854,-0.891598119,2.186051277,-2.673648774,2.890371758,3.663561646,-0.001410995,1.190887565,-0.210721031,2.388762789,7
6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,1.85629799,-0.94160854,-1.108662625,1.193922468,-3.079113882,2.48490665,3.970291914,-0.00708504,1.211940974,-0.478035801,2.501435952,6
6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,1.931521412,-0.820980552,-6.907755279,0.336472237,-2.659260037,3.465735903,3.63758616,-0.005635852,1.199964783,-0.544727175,2.433613355,6
7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,2.028148247,-0.248461359,-6.907755279,0.530628251,-2.577021939,3.496507561,3.80666249,-0.003887547,1.196948189,-0.478035801,2.370243741,6
7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,1.960094784,-0.84397007,-1.771956842,0.587786665,-2.501036032,3.295836866,3.931825633,-0.003666714,1.249901736,-0.446287103,2.341805806,5
9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,2.2300144,-0.713349888,-1.021651248,0.530628251,-2.513306124,1.098612289,2.63905733,-0.002984449,1.184789985,-0.248461359,2.388762789,6
9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,2.2300144,-0.693147181,-1.021651248,0.587786665,-2.47693848,1.791759469,2.833213344,-0.002964389,1.184789985,-0.261364764,2.379546134,6
7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,1.960094784,-0.84397007,-1.771956842,0.587786665,-2.501036032,3.295836866,3.931825633,-0.003666714,1.249901736,-0.446287103,2.341805806,5
8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,2.140066163,-0.776528789,-0.527632742,0.336472237,-0.881889305,2.772588722,3.80666249,-0.002984449,1.10856262,0.292669614,2.219203484,5
5.6,0.605,0.05,2.4,0.073,19,25,0.99258,3.56,0.55,12.9,1.722766598,-0.502526821,-2.995732274,0.875468737,-2.617295838,2.944438979,3.218875825,-0.007447665,1.269760545,-0.597837001,2.557227311,5
8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,2.116255515,-1.108662625,-0.867500568,0.832909123,-2.659260037,2.197224577,2.995732274,-0.005756537,1.217875709,-0.261364764,2.541601993,7
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,2.104134154,-0.446287103,-1.30933332,0.693147181,-2.353878387,1.609437912,4.343805422,-0.002533206,1.141033005,-0.478035801,2.208274414,6
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,2.104134154,-0.446287103,-1.30933332,0.693147181,-2.353878387,1.609437912,4.343805422,-0.002533206,1.141033005,-0.478035801,2.208274414,6
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,2.186051277,-0.733969175,-0.634878272,1.386294361,-2.292634762,1.098612289,2.302585093,-0.004148594,1.166270937,-0.527632742,2.493205453,7
7.6,0.42,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1,2.028148247,-0.867500568,-1.386294361,1.360976553,-2.26336438,3.33220451,4.49980967,-0.002162336,1.147402453,-0.562118918,2.208274414,5
9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,2.292534757,-0.634878272,-0.562118918,0.875468737,-2.375155786,3.401197382,3.951243719,-0.002904213,1.160020917,-0.274436846,2.451005098,7
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,2.186051277,-0.733969175,-0.634878272,1.386294361,-2.292634762,1.098612289,2.302585093,-0.004148594,1.166270937,-0.527632742,2.493205453,7
11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,2.451005098,-1.46967597,-0.562118918,0.587786665,-2.603690186,1.098612289,2.079441542,-0.001901807,1.1442228,-0.356674944,2.292534757,6
9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,2.208274414,-0.916290732,-0.693147181,0.587786665,-2.645075402,1.945910149,2.772588722,-0.005394524,1.166270937,-0.371063681,2.525728644,8
8,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4,2.079441542,-0.967584026,-0.820980552,0.641853886,-2.3227878,1.791759469,2.708050201,-0.004409708,1.193922468,-0.446287103,2.433613355,6
10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,2.32238772,-1.237874356,-0.430782916,0.875468737,-2.590267165,1.791759469,2.833213344,-0.004359489,1.16938136,-0.46203546,2.468099531,6
8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,2.104134154,-0.301105093,-2.407945609,0.693147181,-2.70306266,1.609437912,2.302585093,-0.005837002,1.187843422,-0.562118918,2.468099531,6
7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,2.041220329,-0.494296322,-1.714798428,0.875468737,-2.488914671,1.791759469,2.995732274,-0.003706862,1.190887565,-0.510825624,2.32238772,6
6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,1.887069649,-0.653926467,-2.525728644,0.875468737,-2.659260037,2.564949357,3.258096538,-0.006440697,1.223775432,-0.328504067,2.525728644,7
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,2.406945108,-1.171182982,-0.634878272,0.78845736,-2.813410717,1.098612289,2.302585093,-0.004289185,1.105256831,-0.186329578,2.388762789,7
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,2.406945108,-1.171182982,-0.634878272,0.78845736,-2.813410717,1.098612289,2.302585093,-0.004289185,1.105256831,-0.186329578,2.388762789,7
8,0.62,0.35,2.8,0.086,28,52,0.997,3.31,0.62,10.8,2.079441542,-0.478035801,-1.049822124,1.029619417,-2.453407983,3.33220451,3.951243719,-0.003004509,1.196948189,-0.478035801,2.379546134,5
9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,2.2300144,-1.108662625,-0.798507696,0.405465108,-2.864704011,2.944438979,3.610917913,-0.005032643,1.156881197,-0.116533816,2.406945108,7
7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,2.014903021,-0.261364764,-1.609437912,2.091864062,-2.3227878,3.401197382,4.521788577,-0.001080584,1.16315081,-0.544727175,2.219203484,5
7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,1.974081026,-1.049822124,-1.347073648,0.587786665,-2.488914671,3.496507561,4.317488114,-0.003205131,1.223775432,-0.544727175,2.251291799,6
8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,2.079441542,-0.478035801,-1.108662625,0.993251773,-2.430418465,2.772588722,3.610917913,-0.002803927,1.196948189,-0.544727175,2.370243741,6
7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,2.014903021,-0.261364764,-1.609437912,2.091864062,-2.3227878,3.401197382,4.521788577,-0.001080584,1.16315081,-0.544727175,2.219203484,5
9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2,2.208274414,-1.386294361,-1.078809661,0.693147181,-2.645075402,3.80666249,4.204692619,-0.002312672,1.235471471,-0.15082289,2.32238772,7
9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,2.292534757,-1.139434283,-0.579818495,0.693147181,-2.617295838,1.098612289,2.079441542,-0.004670892,1.147402453,-0.314710745,2.433613355,6
8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,2.151762203,-0.994252273,-0.430782916,1.85629799,-2.525728644,1.098612289,2.079441542,-0.001831676,1.184789985,-0.544727175,2.397895273,5
8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,2.151762203,-0.994252273,-0.430782916,1.85629799,-2.525728644,1.098612289,2.079441542,-0.001831676,1.184789985,-0.544727175,2.397895273,5
7.9,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3,2.066862759,-1.203972804,-0.385662481,2.116255515,-2.995732274,3.624340933,5.627621114,-0.0068635,1.101940079,-0.673344553,2.509599262,7
10.3,0.27,0.56,1.4,0.047,3,8,0.99471,3.16,0.51,11.8,2.332143895,-1.30933332,-0.579818495,0.336472237,-3.057607677,1.098612289,2.079441542,-0.005304042,1.150572028,-0.673344553,2.468099531,6
7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3,2.066862759,-1.203972804,-0.385662481,2.116255515,-2.995732274,3.624340933,5.666426688,-0.0068635,1.101940079,-0.673344553,2.509599262,7
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,1.974081026,-0.967584026,-1.203972804,0.587786665,-2.617295838,3.433987204,4.248495242,-0.003154972,1.229640551,-0.527632742,2.251291799,6
8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,2.163323026,-0.867500568,-0.798507696,0.875468737,-2.63108916,3.465735903,4.077537444,-0.003837353,1.202972304,-0.261364764,2.48490665,6
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,1.974081026,-0.967584026,-1.203972804,0.587786665,-2.617295838,3.433987204,4.248495242,-0.003154972,1.229640551,-0.527632742,2.251291799,6
6.8,0.48,0.08,1.8,0.074,40,64,0.99529,3.12,0.49,9.6,1.916922612,-0.733969175,-2.525728644,0.587786665,-2.603690186,3.688879454,4.158883083,-0.004721127,1.137833002,-0.713349888,2.261763098,5
8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,2.140066163,-1.078809661,-0.916290732,1.547562509,-2.900422094,1.098612289,2.197224577,-0.002623438,1.217875709,-0.415515444,2.451005098,7
7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,2.066862759,-1.660731207,-0.867500568,0.470003629,-2.864704011,2.890371758,3.401197382,-0.006018072,1.190887565,-0.371063681,2.415913778,6
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,2.451005098,-0.891598119,-0.616186139,0.405465108,-2.353878387,3.091042453,3.713572067,-0.002653517,1.105256831,-0.274436846,2.292534757,7
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,2.451005098,-0.891598119,-0.616186139,0.405465108,-2.353878387,3.091042453,3.713572067,-0.002653517,1.105256831,-0.274436846,2.292534757,7
10,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8,2.302585093,-1.347073648,-0.616186139,0.641853886,-2.488914671,3.737669618,4.304065093,-0.005505125,1.091923301,-0.46203546,2.468099531,8
7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,2.066862759,-1.078809661,-0.867500568,0.693147181,-2.453407983,2.079441542,2.944438979,-0.004550337,1.208960346,-0.510825624,2.433613355,6
7,0.54,0.09,2,0.081,10,16,0.99479,3.43,0.59,11.5,1.945910149,-0.616186139,-2.407945609,0.693147181,-2.513306124,2.302585093,2.772588722,-0.005223619,1.232560261,-0.527632742,2.442347035,6
9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12,2.219203484,-1.171182982,-1.021651248,0.78845736,-2.538307427,2.397895273,3.433987204,-0.00385743,1.202972304,-0.15082289,2.48490665,7
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,1.887069649,-0.321583624,-2.407945609,1.704748092,-2.145581344,2.197224577,2.833213344,-0.003455965,1.208960346,-0.713349888,2.379546134,6
9.4,0.4,0.47,2.5,0.087,6,20,0.99772,3.15,0.5,10.5,2.240709689,-0.916290732,-0.755022584,0.916290732,-2.44184716,1.791759469,2.995732274,-0.002282603,1.147402453,-0.693147181,2.351375257,5
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,1.887069649,-0.321583624,-2.407945609,1.704748092,-2.145581344,2.197224577,2.833213344,-0.003455965,1.208960346,-0.713349888,2.379546134,6
8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,2.151762203,-0.653926467,-0.967584026,0.405465108,-2.343407088,1.609437912,2.890371758,-0.00334559,1.16315081,-0.653926467,2.240709689,5
8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5,2.079441542,-1.171182982,-0.798507696,0.741937345,-1.532476871,1.609437912,2.772588722,-0.006440697,1.147402453,-0.210721031,2.525728644,7
8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,2.151762203,-0.653926467,-0.967584026,0.405465108,-2.343407088,1.609437912,2.890371758,-0.00334559,1.16315081,-0.653926467,2.240709689,5
8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,2.128231706,-1.078809661,-0.867500568,0.741937345,-2.63108916,3.135494216,3.583518938,-0.006098558,1.134622726,-0.248461359,2.517696473,6
7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,2.00148,-0.713349888,-1.30933332,0.741937345,-2.645075402,2.63905733,3.218875825,-0.006138804,1.208960346,-0.46203546,2.48490665,6
6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,1.808288771,-0.733969175,-2.407945609,0.530628251,-2.551046452,2.890371758,3.401197382,-0.005997952,1.238374231,-0.616186139,2.415913778,6
7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,2.00148,-0.713349888,-1.30933332,0.741937345,-2.645075402,2.63905733,3.218875825,-0.006138804,1.208960346,-0.46203546,2.48490665,6
8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,2.079441542,-0.733969175,-1.078809661,0.78845736,-2.617295838,2.772588722,3.218875825,-0.006420568,1.187843422,-0.415515444,2.517696473,6
6.3,0.57,0.28,2.1,0.048,13,49,0.99374,3.41,0.6,12.8,1.840549633,-0.562118918,-1.272965676,0.741937345,-3.036554268,2.564949357,3.891820298,-0.006279676,1.226712291,-0.510825624,2.549445171,5
8.2,0.23,0.42,1.9,0.069,9,17,0.99376,3.21,0.54,12.3,2.104134154,-1.46967597,-0.867500568,0.641853886,-2.673648774,2.197224577,2.833213344,-0.00625955,1.166270937,-0.616186139,2.509599262,6
9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,2.208274414,-1.203972804,-0.891598119,0.693147181,-2.688247574,2.302585093,3.17805383,-0.004781413,1.184789985,-0.162518929,2.459588842,7
